iter	Logloss
547	0.04475065428
548	0.04470268368
549	0.0446097321
550	0.04447162248
551	0.04440339342
552	0.04432261216
553	0.04427098259
554	0.04415366514
555	0.04406405658
556	0.04403277981
557	0.04390564521
558	0.04384410607
559	0.04375379195
560	0.04369667035
561	0.04367236199
562	0.0436004901
563	0.0434875695
564	0.04339515226
565	0.04330487238
566	0.04318966
567	0.04310548273
568	0.04300605249
569	0.04292604723
570	0.04274552043
571	0.04263363427
572	0.04255547756
573	0.04244175061
574	0.04233877963
575	0.04224737033
576	0.04220583251
577	0.04213019761
578	0.04206845172
579	0.04200843033
580	0.04193934386
581	0.04187410957
582	0.04178626492
583	0.04170140923
584	0.04167985205
585	0.04156616516
586	0.04141815374
587	0.04135835332
588	0.04131403525
589	0.04121611047
590	0.04117613175
591	0.04103937059
592	0.04089857828
593	0.04074753203
594	0.04069587984
595	0.04060076504
596	0.04050854422
597	0.04047242671
598	0.04038329951
599	0.04031440042
600	0.04019762895
601	0.040084992
602	0.04000431865
603	0.03985593248
604	0.03978963402
605	0.0396916091
606	0.03963317587
607	0.03957159603
608	0.03944753761
609	0.03936591575
610	0.03930556548
611	0.03923981364
612	0.0391494866
613	0.03907770064
614	0.03898833825
615	0.03884328219
616	0.03882259987
617	0.03874899249
618	0.03870097473
619	0.03867829137
620	0.03862940845
621	0.03854004348
622	0.03846834216
623	0.03842140407
624	0.03838546489
625	0.03827603916
626	0.03820885165
627	0.03813063808
628	0.03809117819
629	0.03800738536
630	0.03789637082
631	0.0378348808
632	0.03774520246
633	0.03763150652
634	0.03753179909
635	0.0374688876
636	0.03743268998
637	0.03740844236
638	0.03732924862
639	0.03722521735
640	0.03715227678
641	0.03710571666
642	0.03705601317
643	0.03697334977
644	0.03690974047
645	0.03689926039
646	0.03688687619
647	0.03679051632
648	0.03670212247
649	0.03664959091
650	0.03660663227
651	0.03655301006
652	0.03652477587
653	0.03642878106
654	0.03635144298
655	0.03631225188
656	0.03624090787
657	0.03611285254
658	0.03607647658
659	0.03601519977
660	0.035906939
661	0.03584581597
662	0.03575996396
663	0.03569180403
664	0.03562378819
665	0.03552593901
666	0.03547326853
667	0.03541136628
668	0.03532048809
669	0.03524226806
670	0.03519762693
671	0.03512258064
672	0.03503873549
673	0.03502440969
674	0.03493452137
675	0.03481543032
676	0.03470259566
677	0.03463103972
678	0.0345315313
679	0.03447408534
680	0.03439372794
681	0.03429189026
682	0.03420164204
683	0.03413933273
684	0.03406920278
685	0.03404092336
686	0.03396012983
687	0.03388970913
688	0.0338638223
689	0.03385111891
690	0.03380431651
691	0.03375882702
692	0.03366396744
693	0.03365089512
694	0.03361868535
695	0.03358236044
696	0.0335520942
697	0.03354399379
698	0.03347496805
699	0.0334119422
700	0.03330998757
701	0.03321550855
702	0.03318159109
703	0.03312420328
704	0.03308037561
705	0.0329721633
706	0.03294521877
707	0.03291673583
708	0.03282759183
709	0.03280440514
710	0.03277458473
711	0.03270446447
712	0.03264272762
713	0.03256286386
714	0.03251522085
715	0.03245294837
716	0.03243437951
717	0.032372412
718	0.03233401627
719	0.03230039408
720	0.03227804024
721	0.03226561146
722	0.03217345718
723	0.03210236839
724	0.03205656682
725	0.03197223901
726	0.03191815805
727	0.03188719594
728	0.03177228853
729	0.03171603143
730	0.03170237373
731	0.03163626588
732	0.03156160856
733	0.0314886318
734	0.03142937218
735	0.03134333861
736	0.03126625446
737	0.03119820437
738	0.03117176511
739	0.03113551902
740	0.0310881448
741	0.0310476117
742	0.03098121827
743	0.03095152449
744	0.0308765706
745	0.03081713201
746	0.03077412879
747	0.03076494871
748	0.03068976674
749	0.03064011881
750	0.0305610052
751	0.03049968252
752	0.03047504658
753	0.03042075757
754	0.03040650931
755	0.03036138876
756	0.03029639094
757	0.03025678309
758	0.03017275443
759	0.03013190797
760	0.0300420345
761	0.02998080099
762	0.02994096441
763	0.02988167507
764	0.02984121111
765	0.02974803532
766	0.02966961047
767	0.02960353169
768	0.02953809904
769	0.02950884139
770	0.02949149563
771	0.02946024923
772	0.02939496002
773	0.02934862669
774	0.02933126543
775	0.0292855989
776	0.0292347731
777	0.02916741307
778	0.029141565
779	0.02913323263
780	0.02906657945
781	0.02904517024
782	0.0289955417
783	0.0289223375
784	0.02883668708
785	0.02879608485
786	0.02878548524
787	0.02877913129
788	0.02874498445
789	0.02870740929
790	0.02865425293
791	0.02864173499
792	0.02860828402
793	0.02859686513
794	0.02856135045
795	0.02854903991
796	0.02852856305
797	0.02846269297
798	0.02843074941
799	0.02842344243
800	0.02837482959
801	0.02835544144
802	0.0283207622
803	0.02829534768
804	0.02821336658
805	0.02819766714
806	0.02814958477
807	0.02813867566
808	0.02810562077
809	0.02808278686
810	0.02807550314
811	0.02803857152
812	0.02797110165
813	0.02791751497
814	0.02783092251
815	0.02782380161
816	0.0277648993
817	0.02769966242
818	0.02766331748
819	0.02758472205
820	0.02755464512
821	0.02753853798
822	0.02751829308
823	0.02742148156
824	0.02738664338
825	0.02733528517
826	0.02731795427
827	0.02725603522
828	0.0272198699
829	0.02714394102
830	0.02710541477
831	0.02705806316
832	0.02702349699
833	0.02701489066
834	0.02696379349
835	0.0269330853
836	0.02689875949
837	0.02688352461
838	0.02686837437
839	0.02685279575
840	0.02679853581
841	0.02678361947
842	0.02669680797
843	0.02664551115
844	0.02658790948
845	0.02654026582
846	0.02650318365
847	0.02645797975
848	0.02644507219
849	0.02643695046
850	0.02639145257
851	0.02634482203
852	0.02630870387
853	0.02628831553
854	0.02620224578
855	0.02619209522
856	0.02615076158
857	0.02610923798
858	0.02604179137
859	0.02603465949
860	0.02599851937
861	0.02594877517
862	0.02592249808
863	0.02588857286
864	0.02587494359
865	0.02586361063
866	0.02582240363
867	0.0258121232
868	0.02574431799
869	0.02570493887
870	0.02565049156
871	0.02560143678
872	0.02556830435
873	0.02553703662
874	0.02549588131
875	0.02545175707
876	0.02541700159
877	0.0253895014
878	0.0253608608
879	0.02531731226
880	0.02526531375
881	0.02525913554
882	0.02523841186
883	0.02518933446
884	0.02514866309
885	0.02505927357
886	0.02501907452
887	0.02499512541
888	0.02493200586
889	0.0249118288
890	0.02488515823
891	0.02483583789
892	0.02480529963
893	0.0247904059
894	0.02477813736
895	0.02471721011
896	0.02464830908
897	0.02461529295
898	0.02458567929
899	0.02452407297
900	0.02449332408
901	0.02447164673
902	0.02444354499
903	0.02443372331
904	0.02436766133
905	0.0243325479
906	0.02430384657
907	0.02427056747
908	0.02423368172
909	0.02422298972
910	0.02420511801
911	0.02414997936
912	0.02412349551
913	0.02403938609
914	0.02402194212
915	0.02398995332
916	0.02395004438
917	0.02393403803
918	0.02392127262
919	0.02382949439
920	0.02380283674
921	0.02378175769
922	0.02370252777
923	0.0236598166
924	0.02363962145
925	0.02363024042
926	0.02358513085
927	0.02355662659
928	0.02350776176
929	0.02345294423
930	0.02343722281
931	0.02343084883
932	0.02338486377
933	0.02335165251
934	0.02332764848
935	0.02329330651
936	0.02323458641
937	0.0232116853
938	0.02318557039
939	0.0231737102
940	0.02316262987
941	0.02314799136
942	0.0231427287
943	0.02307074955
944	0.0230476979
945	0.02301738514
946	0.02297920457
947	0.02292499503
948	0.02287926777
949	0.02283686286
950	0.0228114477
951	0.02276099536
952	0.02274344219
953	0.02268868927
954	0.02267499539
955	0.02264069994
956	0.02258920476
957	0.0225743989
958	0.02254401054
959	0.02253515287
960	0.02250451318
961	0.02246188148
962	0.02241094519
963	0.02239379973
964	0.02234250032
965	0.02233257462
966	0.02230150331
967	0.02225438754
968	0.02220766331
969	0.02216035564
970	0.02214746036
971	0.02212614483
972	0.02209398288
973	0.02204543142
974	0.02202005244
975	0.02198262654
976	0.02196201335
977	0.02194144668
978	0.02191686759
979	0.02190476898
980	0.02187708917
981	0.02183640488
982	0.02180691915
983	0.02179322527
984	0.02178273938
985	0.02177150527
986	0.02172866488
987	0.02171366712
988	0.02170440498
989	0.02166282905
990	0.02163857173
991	0.02159464779
992	0.02154927913
993	0.02153686973
994	0.02151232812
995	0.02146185187
996	0.02142507662
997	0.02140024684
998	0.02134639525
999	0.02129755951
